Huvudområde;Område;Delområde;Underkonto;År;Region;Värde
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk hemsjukvård;Nettokostnad exkl läkemedel;2010;Riket exkl gotland;8,559887099
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk hemsjukvård;Nettokostnad exkl läkemedel;2010;Riket;8,507822681
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk hemsjukvård;Nettokostnad exkl läkemedel;2011;Dalarna;0,025310506
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk hemsjukvård;Nettokostnad exkl läkemedel;2011;Skåne;-1,236299148
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk hemsjukvård;Nettokostnad exkl läkemedel;2011;Uppsala;11,81230251
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk hemsjukvård;Nettokostnad exkl läkemedel;2011;Värmland;65,99788807
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk hemsjukvård;Nettokostnad exkl läkemedel;2011;Västerbotten;82,02813604
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk hemsjukvård;Nettokostnad exkl läkemedel;2011;Östergötland;96,09000754
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk hemsjukvård;Nettokostnad exkl läkemedel;2011;Riket exkl gotland;8,824952016
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk hemsjukvård;Nettokostnad exkl läkemedel;2011;Riket;8,771619939
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk hemsjukvård;Nettokostnad exkl läkemedel;2012;Dalarna;7,231834536
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk hemsjukvård;Nettokostnad exkl läkemedel;2012;Uppsala;14,62086632
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk hemsjukvård;Nettokostnad exkl läkemedel;2012;Värmland;14,64772228
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk hemsjukvård;Nettokostnad exkl läkemedel;2012;Västerbotten;82,62334897
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk hemsjukvård;Nettokostnad exkl läkemedel;2012;Östergötland;34,86988916
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk hemsjukvård;Nettokostnad exkl läkemedel;2012;Riket exkl gotland;5,013974615
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk hemsjukvård;Nettokostnad exkl läkemedel;2012;Riket;4,983940276
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk hemsjukvård;Nettokostnad exkl läkemedel;2013;Dalarna;7,932244212
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk hemsjukvård;Nettokostnad exkl läkemedel;2013;Uppsala;17,3670911
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk hemsjukvård;Nettokostnad exkl läkemedel;2013;Värmland;14,60840348
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk hemsjukvård;Nettokostnad exkl läkemedel;2013;Västerbotten;65,10616134
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk hemsjukvård;Nettokostnad exkl läkemedel;2013;Västra Götaland;15,4351105
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk hemsjukvård;Nettokostnad exkl läkemedel;2013;Östergötland;35,60596371
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk hemsjukvård;Nettokostnad exkl läkemedel;2013;Riket exkl gotland;7,27171044
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk hemsjukvård;Nettokostnad exkl läkemedel;2013;Riket;7,22861411
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk hemsjukvård;Nettokostnad exkl läkemedel;2014;Dalarna;5,736761526
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk hemsjukvård;Nettokostnad exkl läkemedel;2014;Stockholm;0,00045495
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk hemsjukvård;Nettokostnad exkl läkemedel;2014;Uppsala;14,32902889
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk hemsjukvård;Nettokostnad exkl läkemedel;2014;Värmland;18,20227092
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk hemsjukvård;Nettokostnad exkl läkemedel;2014;Västerbotten;76,94330734
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk hemsjukvård;Nettokostnad exkl läkemedel;2014;Västra Götaland;18,24190018
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk hemsjukvård;Nettokostnad exkl läkemedel;2014;Riket exkl gotland;6,352772417
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk hemsjukvård;Nettokostnad exkl läkemedel;2014;Riket;6,31545686
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk hemsjukvård;Nettokostnad exkl läkemedel;2015;Uppsala;11,29420269
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk hemsjukvård;Nettokostnad exkl läkemedel;2015;Värmland;21,7466945
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk hemsjukvård;Nettokostnad exkl läkemedel;2015;Västerbotten;91,12378407
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk hemsjukvård;Nettokostnad exkl läkemedel;2015;Västernorrland;8,200182864
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk hemsjukvård;Nettokostnad exkl läkemedel;2015;Västra Götaland;13,34399235
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk hemsjukvård;Nettokostnad exkl läkemedel;2015;Riket exkl gotland;5,922219207
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk hemsjukvård;Nettokostnad exkl läkemedel;2015;Riket;5,887716974
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk hemsjukvård;Nettokostnad exkl läkemedel;2016;Västerbotten;71,46054062
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk hemsjukvård;Nettokostnad exkl läkemedel;2016;Västernorrland;8,144250973
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk hemsjukvård;Nettokostnad exkl läkemedel;2016;Västra Götaland;12,56143889
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk hemsjukvård;Nettokostnad exkl läkemedel;2016;Riket exkl gotland;4,226563954
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk hemsjukvård;Nettokostnad exkl läkemedel;2016;Riket;4,202036727
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk hemsjukvård;Nettokostnad exkl läkemedel;2017;Skåne;0,017822955
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk hemsjukvård;Nettokostnad exkl läkemedel;2017;Uppsala;0
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk hemsjukvård;Nettokostnad exkl läkemedel;2017;Västernorrland;8,13113901
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk hemsjukvård;Nettokostnad exkl läkemedel;2017;Västra Götaland;13,58918103
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk hemsjukvård;Nettokostnad exkl läkemedel;2017;Riket exkl gotland;2,484713389
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk hemsjukvård;Nettokostnad exkl läkemedel;2017;Riket;2,470327194
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2008;Dalarna;17,91427791
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2008;Gävleborg;0,362439654
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2008;Halland;6,812638808
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2008;Jönköping;8,948652631
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2008;Kronoberg;32,3777329
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2008;Norrbotten;4,005174686
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2008;Skåne;2,473150876
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2008;Stockholm;13,32927391
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2008;Sörmland;20,93270137
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2008;Uppsala;4,822915266
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2008;Värmland;7,315984695
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2008;Västerbotten;8,533349883
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2008;Västmanland;4,000416043
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2008;Västra Götaland;21,8280888
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2008;Östergötland;14,17873237
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2008;Riket exkl gotland;10,73381383
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2008;Riket;10,66771104
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2009;Dalarna;14,15063627
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2009;Halland;10,10696538
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2009;Jönköping;1,252812132
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2009;Skåne;1,61143877
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2009;Stockholm;6,370400343
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2009;Sörmland;29,7339186
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2009;Uppsala;6,025947731
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2009;Värmland;3,659558584
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2009;Västerbotten;9,669384408
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2009;Västmanland;3,978468528
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2009;Västra Götaland;24,80856449
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2009;Örebro;3,585745943
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2009;Östergötland;19,50803782
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2009;Riket exkl gotland;9,150442786
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2009;Gotland;5,242830429
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2009;Riket;9,126504761
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2010;Dalarna;2,306467856
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2010;Gävleborg;1,084959567
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2010;Halland;6,67815309
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2010;Jämtland Härjedalen;0,023679662
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2010;Skåne;2,870519388
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2010;Stockholm;7,658409526
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2010;Sörmland;33,24247058
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2010;Uppsala;5,954472106
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2010;Värmland;3,659451448
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2010;Västerbotten;14,26995673
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2010;Västernorrland;4,121586811
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2010;Västmanland;3,956384814
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2010;Västra Götaland;26,57728262
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2010;Örebro;2,497948114
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2010;Östergötland;23,2751919
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2010;Riket exkl gotland;9,899660205
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2010;Gotland;17,46145384
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2010;Riket;9,945653848
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2011;Blekinge;0,111126364
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2011;Dalarna;3,561549726
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2011;Gävleborg;0,434577916
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2011;Halland;6,628574459
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2011;Jämtland Härjedalen;0,245449291
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2011;Norrbotten;4,023416283
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2011;Skåne;4,052092171
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2011;Stockholm;9,051515367
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2011;Sörmland;33,01988898
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2011;Uppsala;2,953075628
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2011;Värmland;0,263991552
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2011;Västerbotten;23,87673443
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2011;Västernorrland;24,77751853
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2011;Västmanland;7,866056785
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2011;Västra Götaland;39,71321586
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2011;Örebro;2,130893697
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2011;Östergötland;25,89804558
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2011;Riket exkl gotland;13,51274361
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2011;Riket;13,43108167
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2012;Dalarna;3,615917268
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2012;Gävleborg;0,722969089
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2012;Halland;6,576437938
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2012;Jämtland Härjedalen;0,594290061
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2012;Norrbotten;16,0877102
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2012;Skåne;13,97852168
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2012;Stockholm;8,724940127
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2012;Sörmland;36,40030139
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2012;Uppsala;2,924173263
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2012;Västerbotten;29,97498242
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2012;Västmanland;7,805670039
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2012;Västra Götaland;31,49620075
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2012;Örebro;2,119295122
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2012;Östergötland;22,41668665
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2012;Riket exkl gotland;13,16198372
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2012;Riket;13,08314178
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2013;Dalarna;3,605565551
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2013;Gävleborg;1,439004209
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2013;Jämtland Härjedalen;0,229319711
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2013;Jönköping;1,333391944
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2013;Kronoberg;44,34803052
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2013;Skåne;16,35076279
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2013;Stockholm;6,749291045
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2013;Sörmland;36,02707795
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2013;Västerbotten;19,5318484
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2013;Västmanland;7,720398064
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2013;Västra Götaland;4,953302738
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2013;Örebro;2,102349375
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2013;Östergötland;22,83897608
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2013;Riket exkl gotland;8,481176357
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2013;Riket;8,430912038
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2014;Dalarna;3,585475954
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2014;Gävleborg;7,143086742
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2014;Jämtland Härjedalen;0,665895588
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2014;Kronoberg;49,75466351
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2014;Skåne;15,1073622
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2014;Stockholm;6,915239185
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2014;Sörmland;35,62953831
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2014;Uppsala;5,731611557
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2014;Västerbotten;29,43642753
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2014;Västernorrland;24,68516134
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2014;Västmanland;7,642250949
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2014;Västra Götaland;4,924596143
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2014;Örebro;3,352420614
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2014;Östergötland;21,11489352
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2014;Riket exkl gotland;9,62089269
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2014;Riket;9,564380517
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2015;Blekinge;6,399877122
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2015;Dalarna;3,558364291
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2015;Gävleborg;3,54842716
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2015;Jönköping;2,8749098
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2015;Kalmar;4,207355299
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2015;Kronoberg;47,02956069
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2015;Skåne;16,10890232
Hälso- och sjukvård;Specialiserad psykiatrisk vård;Psykiatrisk mottagningsverksamhet;därav läkemedelskostnader på rekvisition;2015;Stockholm;6,273978361
