Datum och tid för uttag;Register/källa;Titel;Diagramrubrik;Indikator-Id;Mätperiod;Länskod;Enhetskod;Enhetstyp;Enhetsnamn;Ålder;Kön/Totalt;Måttenhet;Värde;Täljare;Nämnare/antal fall;KI-Låg;KI-Hög;Täckningsgrad i %;Bortfall i %;Önskat värde;Högsta målnivå;Utgivare målnivå;Område
2019-03-27 13:25:08;Vårdbarometern, Sveriges Kommuner och Landsting;Uppfattning att vård ges på lika villkor;Andel invånare som helt eller delvis instämmer i att vård ges på lika villkor efter behov.;59153792-1bb5-4222-9c95-1341ba1f7272;2011;13;13;Län;Halland;Alla;Kvinnor;%;54,5;217;397;49,5;59,4;0;-;Högt;-;-;Jämlik hälso- och sjukvård
2019-03-27 13:25:08;Vårdbarometern, Sveriges Kommuner och Landsting;Uppfattning att vård ges på lika villkor;Andel invånare som helt eller delvis instämmer i att vård ges på lika villkor efter behov.;59153792-1bb5-4222-9c95-1341ba1f7272;2015;14;14;Län;Västra Götaland;Alla;Kvinnor;%;49,8;1823;3623;48,1;51,4;0;-;Högt;-;-;Jämlik hälso- och sjukvård
2019-03-27 13:25:08;Vårdbarometern, Sveriges Kommuner och Landsting;Uppfattning att vård ges på lika villkor;Andel invånare som helt eller delvis instämmer i att vård ges på lika villkor efter behov.;59153792-1bb5-4222-9c95-1341ba1f7272;2014;14;14;Län;Västra Götaland;Alla;Kvinnor;%;48,1;1691;3437;46,3;49,8;0;-;Högt;-;-;Jämlik hälso- och sjukvård
2019-03-27 13:25:08;Vårdbarometern, Sveriges Kommuner och Landsting;Uppfattning att vård ges på lika villkor;Andel invånare som helt eller delvis instämmer i att vård ges på lika villkor efter behov.;59153792-1bb5-4222-9c95-1341ba1f7272;2013;14;14;Län;Västra Götaland;Alla;Kvinnor;%;46,7;1590;3380;45;48,5;0;-;Högt;-;-;Jämlik hälso- och sjukvård
2019-03-27 13:25:08;Vårdbarometern, Sveriges Kommuner och Landsting;Uppfattning att vård ges på lika villkor;Andel invånare som helt eller delvis instämmer i att vård ges på lika villkor efter behov.;59153792-1bb5-4222-9c95-1341ba1f7272;2012;14;14;Län;Västra Götaland;Alla;Kvinnor;%;44,4;1407;3017;42,5;46,2;0;-;Högt;-;-;Jämlik hälso- och sjukvård
2019-03-27 13:25:08;Vårdbarometern, Sveriges Kommuner och Landsting;Uppfattning att vård ges på lika villkor;Andel invånare som helt eller delvis instämmer i att vård ges på lika villkor efter behov.;59153792-1bb5-4222-9c95-1341ba1f7272;2011;14;14;Län;Västra Götaland;Alla;Kvinnor;%;45,2;1275;2731;43,2;47,1;0;-;Högt;-;-;Jämlik hälso- och sjukvård
2019-03-27 13:25:08;Vårdbarometern, Sveriges Kommuner och Landsting;Uppfattning att vård ges på lika villkor;Andel invånare som helt eller delvis instämmer i att vård ges på lika villkor efter behov.;59153792-1bb5-4222-9c95-1341ba1f7272;2015;17;17;Län;Värmland;Alla;Kvinnor;%;54,6;243;445;49,9;59,3;0;-;Högt;-;-;Jämlik hälso- och sjukvård
2019-03-27 13:25:08;Vårdbarometern, Sveriges Kommuner och Landsting;Uppfattning att vård ges på lika villkor;Andel invånare som helt eller delvis instämmer i att vård ges på lika villkor efter behov.;59153792-1bb5-4222-9c95-1341ba1f7272;2014;17;17;Län;Värmland;Alla;Kvinnor;%;51,3;243;474;46,7;55,8;0;-;Högt;-;-;Jämlik hälso- och sjukvård
2019-03-27 13:25:08;Vårdbarometern, Sveriges Kommuner och Landsting;Uppfattning att vård ges på lika villkor;Andel invånare som helt eller delvis instämmer i att vård ges på lika villkor efter behov.;59153792-1bb5-4222-9c95-1341ba1f7272;2013;17;17;Län;Värmland;Alla;Kvinnor;%;44,9;206;459;40,3;49,5;0;-;Högt;-;-;Jämlik hälso- och sjukvård
2019-03-27 13:25:08;Vårdbarometern, Sveriges Kommuner och Landsting;Uppfattning att vård ges på lika villkor;Andel invånare som helt eller delvis instämmer i att vård ges på lika villkor efter behov.;59153792-1bb5-4222-9c95-1341ba1f7272;2012;17;17;Län;Värmland;Alla;Kvinnor;%;46,8;198;423;42;51,6;0;-;Högt;-;-;Jämlik hälso- och sjukvård
2019-03-27 13:25:08;Vårdbarometern, Sveriges Kommuner och Landsting;Uppfattning att vård ges på lika villkor;Andel invånare som helt eller delvis instämmer i att vård ges på lika villkor efter behov.;59153792-1bb5-4222-9c95-1341ba1f7272;2011;17;17;Län;Värmland;Alla;Kvinnor;%;53,5;208;389;48,5;58,5;0;-;Högt;-;-;Jämlik hälso- och sjukvård
2019-03-27 13:25:08;Vårdbarometern, Sveriges Kommuner och Landsting;Uppfattning att vård ges på lika villkor;Andel invånare som helt eller delvis instämmer i att vård ges på lika villkor efter behov.;59153792-1bb5-4222-9c95-1341ba1f7272;2015;18;18;Län;Örebro län;Alla;Kvinnor;%;54;235;435;49,3;58,8;0;-;Högt;-;-;Jämlik hälso- och sjukvård
2019-03-27 13:25:08;Vårdbarometern, Sveriges Kommuner och Landsting;Uppfattning att vård ges på lika villkor;Andel invånare som helt eller delvis instämmer i att vård ges på lika villkor efter behov.;59153792-1bb5-4222-9c95-1341ba1f7272;2014;18;18;Län;Örebro län;Alla;Kvinnor;%;51,6;221;428;46,9;56,4;0;-;Högt;-;-;Jämlik hälso- och sjukvård
2019-03-27 13:25:08;Vårdbarometern, Sveriges Kommuner och Landsting;Uppfattning att vård ges på lika villkor;Andel invånare som helt eller delvis instämmer i att vård ges på lika villkor efter behov.;59153792-1bb5-4222-9c95-1341ba1f7272;2013;18;18;Län;Örebro län;Alla;Kvinnor;%;45,4;205;452;40,7;50;0;-;Högt;-;-;Jämlik hälso- och sjukvård
2019-03-27 13:25:08;Vårdbarometern, Sveriges Kommuner och Landsting;Uppfattning att vård ges på lika villkor;Andel invånare som helt eller delvis instämmer i att vård ges på lika villkor efter behov.;59153792-1bb5-4222-9c95-1341ba1f7272;2012;18;18;Län;Örebro län;Alla;Kvinnor;%;49,4;212;429;44,6;54,2;0;-;Högt;-;-;Jämlik hälso- och sjukvård
2019-03-27 13:25:08;Vårdbarometern, Sveriges Kommuner och Landsting;Uppfattning att vård ges på lika villkor;Andel invånare som helt eller delvis instämmer i att vård ges på lika villkor efter behov.;59153792-1bb5-4222-9c95-1341ba1f7272;2011;18;18;Län;Örebro län;Alla;Kvinnor;%;45,6;187;410;40,7;50,5;0;-;Högt;-;-;Jämlik hälso- och sjukvård
2019-03-27 13:25:08;Vårdbarometern, Sveriges Kommuner och Landsting;Uppfattning att vård ges på lika villkor;Andel invånare som helt eller delvis instämmer i att vård ges på lika villkor efter behov.;59153792-1bb5-4222-9c95-1341ba1f7272;2015;19;19;Län;Västmanland;Alla;Kvinnor;%;52,5;238;453;47,9;57,2;0;-;Högt;-;-;Jämlik hälso- och sjukvård
2019-03-27 13:25:08;Vårdbarometern, Sveriges Kommuner och Landsting;Uppfattning att vård ges på lika villkor;Andel invånare som helt eller delvis instämmer i att vård ges på lika villkor efter behov.;59153792-1bb5-4222-9c95-1341ba1f7272;2014;19;19;Län;Västmanland;Alla;Kvinnor;%;54,4;251;461;49,9;59;0;-;Högt;-;-;Jämlik hälso- och sjukvård
2019-03-27 13:25:08;Vårdbarometern, Sveriges Kommuner och Landsting;Uppfattning att vård ges på lika villkor;Andel invånare som helt eller delvis instämmer i att vård ges på lika villkor efter behov.;59153792-1bb5-4222-9c95-1341ba1f7272;2013;19;19;Län;Västmanland;Alla;Kvinnor;%;43,4;360;877;40,1;46,8;0;-;Högt;-;-;Jämlik hälso- och sjukvård
2019-03-27 13:25:08;Vårdbarometern, Sveriges Kommuner och Landsting;Uppfattning att vård ges på lika villkor;Andel invånare som helt eller delvis instämmer i att vård ges på lika villkor efter behov.;59153792-1bb5-4222-9c95-1341ba1f7272;2012;19;19;Län;Västmanland;Alla;Kvinnor;%;49,9;180;361;44,7;55,1;0;-;Högt;-;-;Jämlik hälso- och sjukvård
2019-03-27 13:25:08;Vårdbarometern, Sveriges Kommuner och Landsting;Uppfattning att vård ges på lika villkor;Andel invånare som helt eller delvis instämmer i att vård ges på lika villkor efter behov.;59153792-1bb5-4222-9c95-1341ba1f7272;2011;19;19;Län;Västmanland;Alla;Kvinnor;%;42,1;318;744;38,6;45,7;0;-;Högt;-;-;Jämlik hälso- och sjukvård
2019-03-27 13:25:08;Vårdbarometern, Sveriges Kommuner och Landsting;Uppfattning att vård ges på lika villkor;Andel invånare som helt eller delvis instämmer i att vård ges på lika villkor efter behov.;59153792-1bb5-4222-9c95-1341ba1f7272;2015;20;20;Län;Dalarna;Alla;Kvinnor;%;48,4;223;461;43,8;53;0;-;Högt;-;-;Jämlik hälso- och sjukvård
2019-03-27 13:25:08;Vårdbarometern, Sveriges Kommuner och Landsting;Uppfattning att vård ges på lika villkor;Andel invånare som helt eller delvis instämmer i att vård ges på lika villkor efter behov.;59153792-1bb5-4222-9c95-1341ba1f7272;2014;20;20;Län;Dalarna;Alla;Kvinnor;%;49;216;441;44,3;53,7;0;-;Högt;-;-;Jämlik hälso- och sjukvård
2019-03-27 13:25:08;Vårdbarometern, Sveriges Kommuner och Landsting;Uppfattning att vård ges på lika villkor;Andel invånare som helt eller delvis instämmer i att vård ges på lika villkor efter behov.;59153792-1bb5-4222-9c95-1341ba1f7272;2013;20;20;Län;Dalarna;Alla;Kvinnor;%;44,4;188;423;39,7;49,2;0;-;Högt;-;-;Jämlik hälso- och sjukvård
2019-03-27 13:25:08;Vårdbarometern, Sveriges Kommuner och Landsting;Uppfattning att vård ges på lika villkor;Andel invånare som helt eller delvis instämmer i att vård ges på lika villkor efter behov.;59153792-1bb5-4222-9c95-1341ba1f7272;2012;20;20;Län;Dalarna;Alla;Kvinnor;%;43,8;178;406;39;48,7;0;-;Högt;-;-;Jämlik hälso- och sjukvård
2019-03-27 13:25:08;Vårdbarometern, Sveriges Kommuner och Landsting;Uppfattning att vård ges på lika villkor;Andel invånare som helt eller delvis instämmer i att vård ges på lika villkor efter behov.;59153792-1bb5-4222-9c95-1341ba1f7272;2011;20;20;Län;Dalarna;Alla;Kvinnor;%;47,5;170;358;42,3;52,7;0;-;Högt;-;-;Jämlik hälso- och sjukvård
2019-03-27 13:25:08;Vårdbarometern, Sveriges Kommuner och Landsting;Uppfattning att vård ges på lika villkor;Andel invånare som helt eller delvis instämmer i att vård ges på lika villkor efter behov.;59153792-1bb5-4222-9c95-1341ba1f7272;2015;21;21;Län;Gävleborg;Alla;Kvinnor;%;50,2;225;442;45,5;54,9;0;-;Högt;-;-;Jämlik hälso- och sjukvård
2019-03-27 13:25:08;Vårdbarometern, Sveriges Kommuner och Landsting;Uppfattning att vård ges på lika villkor;Andel invånare som helt eller delvis instämmer i att vård ges på lika villkor efter behov.;59153792-1bb5-4222-9c95-1341ba1f7272;2014;21;21;Län;Gävleborg;Alla;Kvinnor;%;48,8;231;475;44,3;53,4;0;-;Högt;-;-;Jämlik hälso- och sjukvård
2019-03-27 13:25:08;Vårdbarometern, Sveriges Kommuner och Landsting;Uppfattning att vård ges på lika villkor;Andel invånare som helt eller delvis instämmer i att vård ges på lika villkor efter behov.;59153792-1bb5-4222-9c95-1341ba1f7272;2013;21;21;Län;Gävleborg;Alla;Kvinnor;%;41,7;179;440;37,1;46,4;0;-;Högt;-;-;Jämlik hälso- och sjukvård
2019-03-27 13:25:08;Vårdbarometern, Sveriges Kommuner och Landsting;Uppfattning att vård ges på lika villkor;Andel invånare som helt eller delvis instämmer i att vård ges på lika villkor efter behov.;59153792-1bb5-4222-9c95-1341ba1f7272;2012;21;21;Län;Gävleborg;Alla;Kvinnor;%;52,8;333;632;48,9;56,8;0;-;Högt;-;-;Jämlik hälso- och sjukvård
2019-03-27 13:25:08;Vårdbarometern, Sveriges Kommuner och Landsting;Uppfattning att vård ges på lika villkor;Andel invånare som helt eller delvis instämmer i att vård ges på lika villkor efter behov.;59153792-1bb5-4222-9c95-1341ba1f7272;2011;21;21;Län;Gävleborg;Alla;Kvinnor;%;46,7;169;362;41,5;51,9;0;-;Högt;-;-;Jämlik hälso- och sjukvård
2019-03-27 13:25:08;Vårdbarometern, Sveriges Kommuner och Landsting;Uppfattning att vård ges på lika villkor;Andel invånare som helt eller delvis instämmer i att vård ges på lika villkor efter behov.;59153792-1bb5-4222-9c95-1341ba1f7272;2015;22;22;Län;Västernorrland;Alla;Kvinnor;%;47,9;217;454;43,3;52,6;0;-;Högt;-;-;Jämlik hälso- och sjukvård
2019-03-27 13:25:08;Vårdbarometern, Sveriges Kommuner och Landsting;Uppfattning att vård ges på lika villkor;Andel invånare som helt eller delvis instämmer i att vård ges på lika villkor efter behov.;59153792-1bb5-4222-9c95-1341ba1f7272;2014;22;22;Län;Västernorrland;Alla;Kvinnor;%;45,4;199;430;40,6;50,1;0;-;Högt;-;-;Jämlik hälso- och sjukvård
2019-03-27 13:25:08;Vårdbarometern, Sveriges Kommuner och Landsting;Uppfattning att vård ges på lika villkor;Andel invånare som helt eller delvis instämmer i att vård ges på lika villkor efter behov.;59153792-1bb5-4222-9c95-1341ba1f7272;2013;22;22;Län;Västernorrland;Alla;Kvinnor;%;41,8;190;456;37,2;46,3;0;-;Högt;-;-;Jämlik hälso- och sjukvård
2019-03-27 13:25:08;Vårdbarometern, Sveriges Kommuner och Landsting;Uppfattning att vård ges på lika villkor;Andel invånare som helt eller delvis instämmer i att vård ges på lika villkor efter behov.;59153792-1bb5-4222-9c95-1341ba1f7272;2012;22;22;Län;Västernorrland;Alla;Kvinnor;%;51,7;185;360;46,5;56,9;0;-;Högt;-;-;Jämlik hälso- och sjukvård
2019-03-27 13:25:08;Vårdbarometern, Sveriges Kommuner och Landsting;Uppfattning att vård ges på lika villkor;Andel invånare som helt eller delvis instämmer i att vård ges på lika villkor efter behov.;59153792-1bb5-4222-9c95-1341ba1f7272;2011;22;22;Län;Västernorrland;Alla;Kvinnor;%;40,8;145;360;35,7;46;0;-;Högt;-;-;Jämlik hälso- och sjukvård
2019-03-27 13:25:08;Vårdbarometern, Sveriges Kommuner och Landsting;Uppfattning att vård ges på lika villkor;Andel invånare som helt eller delvis instämmer i att vård ges på lika villkor efter behov.;59153792-1bb5-4222-9c95-1341ba1f7272;2015;23;23;Län;Jämtland Härjedalen;Alla;Kvinnor;%;48,9;213;436;44,1;53,6;0;-;Högt;-;-;Jämlik hälso- och sjukvård
2019-03-27 13:25:08;Vårdbarometern, Sveriges Kommuner och Landsting;Uppfattning att vård ges på lika villkor;Andel invånare som helt eller delvis instämmer i att vård ges på lika villkor efter behov.;59153792-1bb5-4222-9c95-1341ba1f7272;2014;23;23;Län;Jämtland Härjedalen;Alla;Kvinnor;%;48,6;209;430;43,8;53,4;0;-;Högt;-;-;Jämlik hälso- och sjukvård
2019-03-27 13:25:08;Vårdbarometern, Sveriges Kommuner och Landsting;Uppfattning att vård ges på lika villkor;Andel invånare som helt eller delvis instämmer i att vård ges på lika villkor efter behov.;59153792-1bb5-4222-9c95-1341ba1f7272;2013;23;23;Län;Jämtland Härjedalen;Alla;Kvinnor;%;43,3;194;448;38,7;47,9;0;-;Högt;-;-;Jämlik hälso- och sjukvård
2019-03-27 13:25:08;Vårdbarometern, Sveriges Kommuner och Landsting;Uppfattning att vård ges på lika villkor;Andel invånare som helt eller delvis instämmer i att vård ges på lika villkor efter behov.;59153792-1bb5-4222-9c95-1341ba1f7272;2012;23;23;Län;Jämtland Härjedalen;Alla;Kvinnor;%;47,1;196;416;42,3;52;0;-;Högt;-;-;Jämlik hälso- och sjukvård
2019-03-27 13:25:08;Vårdbarometern, Sveriges Kommuner och Landsting;Uppfattning att vård ges på lika villkor;Andel invånare som helt eller delvis instämmer i att vård ges på lika villkor efter behov.;59153792-1bb5-4222-9c95-1341ba1f7272;2011;23;23;Län;Jämtland Härjedalen;Alla;Kvinnor;%;46,5;184;396;41,5;51,4;0;-;Högt;-;-;Jämlik hälso- och sjukvård
2019-03-27 13:25:08;Vårdbarometern, Sveriges Kommuner och Landsting;Uppfattning att vård ges på lika villkor;Andel invånare som helt eller delvis instämmer i att vård ges på lika villkor efter behov.;59153792-1bb5-4222-9c95-1341ba1f7272;2015;24;24;Län;Västerbotten;Alla;Kvinnor;%;51,9;247;476;47,4;56,4;0;-;Högt;-;-;Jämlik hälso- och sjukvård
2019-03-27 13:25:08;Vårdbarometern, Sveriges Kommuner och Landsting;Uppfattning att vård ges på lika villkor;Andel invånare som helt eller delvis instämmer i att vård ges på lika villkor efter behov.;59153792-1bb5-4222-9c95-1341ba1f7272;2014;24;24;Län;Västerbotten;Alla;Kvinnor;%;53;248;468;48,4;57,6;0;-;Högt;-;-;Jämlik hälso- och sjukvård
2019-03-27 13:25:08;Vårdbarometern, Sveriges Kommuner och Landsting;Uppfattning att vård ges på lika villkor;Andel invånare som helt eller delvis instämmer i att vård ges på lika villkor efter behov.;59153792-1bb5-4222-9c95-1341ba1f7272;2013;24;24;Län;Västerbotten;Alla;Kvinnor;%;40,9;186;455;36,3;45,4;0;-;Högt;-;-;Jämlik hälso- och sjukvård
2019-03-27 13:25:08;Vårdbarometern, Sveriges Kommuner och Landsting;Uppfattning att vård ges på lika villkor;Andel invånare som helt eller delvis instämmer i att vård ges på lika villkor efter behov.;59153792-1bb5-4222-9c95-1341ba1f7272;2012;24;24;Län;Västerbotten;Alla;Kvinnor;%;45,7;189;414;40,8;50,5;0;-;Högt;-;-;Jämlik hälso- och sjukvård
2019-03-27 13:25:08;Vårdbarometern, Sveriges Kommuner och Landsting;Uppfattning att vård ges på lika villkor;Andel invånare som helt eller delvis instämmer i att vård ges på lika villkor efter behov.;59153792-1bb5-4222-9c95-1341ba1f7272;2011;24;24;Län;Västerbotten;Alla;Kvinnor;%;46,6;167;358;41,4;51,9;0;-;Högt;-;-;Jämlik hälso- och sjukvård
2019-03-27 13:25:08;Vårdbarometern, Sveriges Kommuner och Landsting;Uppfattning att vård ges på lika villkor;Andel invånare som helt eller delvis instämmer i att vård ges på lika villkor efter behov.;59153792-1bb5-4222-9c95-1341ba1f7272;2015;25;25;Län;Norrbotten;Alla;Kvinnor;%;47,7;417;876;44,4;51,1;0;-;Högt;-;-;Jämlik hälso- och sjukvård
2019-03-27 13:25:08;Vårdbarometern, Sveriges Kommuner och Landsting;Uppfattning att vård ges på lika villkor;Andel invånare som helt eller delvis instämmer i att vård ges på lika villkor efter behov.;59153792-1bb5-4222-9c95-1341ba1f7272;2014;25;25;Län;Norrbotten;Alla;Kvinnor;%;44,8;399;909;41,5;48,1;0;-;Högt;-;-;Jämlik hälso- och sjukvård
2019-03-27 13:25:08;Vårdbarometern, Sveriges Kommuner och Landsting;Uppfattning att vård ges på lika villkor;Andel invånare som helt eller delvis instämmer i att vård ges på lika villkor efter behov.;59153792-1bb5-4222-9c95-1341ba1f7272;2013;25;25;Län;Norrbotten;Alla;Kvinnor;%;43,8;396;929;40,6;47,1;0;-;Högt;-;-;Jämlik hälso- och sjukvård
2019-03-27 13:25:08;Vårdbarometern, Sveriges Kommuner och Landsting;Uppfattning att vård ges på lika villkor;Andel invånare som helt eller delvis instämmer i att vård ges på lika villkor efter behov.;59153792-1bb5-4222-9c95-1341ba1f7272;2012;25;25;Län;Norrbotten;Alla;Kvinnor;%;42,1;338;808;38,6;45,6;0;-;Högt;-;-;Jämlik hälso- och sjukvård
2019-03-27 13:25:08;Vårdbarometern, Sveriges Kommuner och Landsting;Uppfattning att vård ges på lika villkor;Andel invånare som helt eller delvis instämmer i att vård ges på lika villkor efter behov.;59153792-1bb5-4222-9c95-1341ba1f7272;2011;25;25;Län;Norrbotten;Alla;Kvinnor;%;44,7;336;755;41,1;48,3;0;-;Högt;-;-;Jämlik hälso- och sjukvård
2019-03-27 13:25:15;Vårdbarometern, Sveriges Kommuner och Landsting;Uppfattning att vård ges på lika villkor;Andel invånare som helt eller delvis instämmer i att vård ges på lika villkor efter behov.;2f689674-c584-42e3-806d-16fc2f1e23bc;2015;1;1;Län;Stockholms län;Alla;Totalt;%;49,4;3535;7066;48,1;50,6;0;-;Högt;-;-;Jämlik hälso- och sjukvård
2019-03-27 13:25:15;Vårdbarometern, Sveriges Kommuner och Landsting;Uppfattning att vård ges på lika villkor;Andel invånare som helt eller delvis instämmer i att vård ges på lika villkor efter behov.;2f689674-c584-42e3-806d-16fc2f1e23bc;2014;1;1;Län;Stockholms län;Alla;Totalt;%;50,6;3508;6929;49,3;51,8;0;-;Högt;-;-;Jämlik hälso- och sjukvård
2019-03-27 13:25:15;Vårdbarometern, Sveriges Kommuner och Landsting;Uppfattning att vård ges på lika villkor;Andel invånare som helt eller delvis instämmer i att vård ges på lika villkor efter behov.;2f689674-c584-42e3-806d-16fc2f1e23bc;2013;1;1;Län;Stockholms län;Alla;Totalt;%;45,6;3061;6639;44,3;46,8;0;-;Högt;-;-;Jämlik hälso- och sjukvård
2019-03-27 13:25:15;Vårdbarometern, Sveriges Kommuner och Landsting;Uppfattning att vård ges på lika villkor;Andel invånare som helt eller delvis instämmer i att vård ges på lika villkor efter behov.;2f689674-c584-42e3-806d-16fc2f1e23bc;2012;1;1;Län;Stockholms län;Alla;Totalt;%;47,6;3177;6594;46,3;48,8;0;-;Högt;-;-;Jämlik hälso- och sjukvård
2019-03-27 13:25:15;Vårdbarometern, Sveriges Kommuner och Landsting;Uppfattning att vård ges på lika villkor;Andel invånare som helt eller delvis instämmer i att vård ges på lika villkor efter behov.;2f689674-c584-42e3-806d-16fc2f1e23bc;2011;1;1;Län;Stockholms län;Alla;Totalt;%;46,6;2970;6301;45,3;47,9;0;-;Högt;-;-;Jämlik hälso- och sjukvård
2019-03-27 13:25:15;Vårdbarometern, Sveriges Kommuner och Landsting;Uppfattning att vård ges på lika villkor;Andel invånare som helt eller delvis instämmer i att vård ges på lika villkor efter behov.;2f689674-c584-42e3-806d-16fc2f1e23bc;2015;3;3;Län;Uppsala län;Alla;Totalt;%;55,3;512;926;52;58,5;0;-;Högt;-;-;Jämlik hälso- och sjukvård
2019-03-27 13:25:15;Vårdbarometern, Sveriges Kommuner och Landsting;Uppfattning att vård ges på lika villkor;Andel invånare som helt eller delvis instämmer i att vård ges på lika villkor efter behov.;2f689674-c584-42e3-806d-16fc2f1e23bc;2014;3;3;Län;Uppsala län;Alla;Totalt;%;53,7;488;908;50,5;57;0;-;Högt;-;-;Jämlik hälso- och sjukvård
2019-03-27 13:25:15;Vårdbarometern, Sveriges Kommuner och Landsting;Uppfattning att vård ges på lika villkor;Andel invånare som helt eller delvis instämmer i att vård ges på lika villkor efter behov.;2f689674-c584-42e3-806d-16fc2f1e23bc;2013;3;3;Län;Uppsala län;Alla;Totalt;%;49,3;430;873;45,9;52,6;0;-;Högt;-;-;Jämlik hälso- och sjukvård
2019-03-27 13:25:15;Vårdbarometern, Sveriges Kommuner och Landsting;Uppfattning att vård ges på lika villkor;Andel invånare som helt eller delvis instämmer i att vård ges på lika villkor efter behov.;2f689674-c584-42e3-806d-16fc2f1e23bc;2012;3;3;Län;Uppsala län;Alla;Totalt;%;50,3;424;843;46,9;53,7;0;-;Högt;-;-;Jämlik hälso- och sjukvård
2019-03-27 13:25:15;Vårdbarometern, Sveriges Kommuner och Landsting;Uppfattning att vård ges på lika villkor;Andel invånare som helt eller delvis instämmer i att vård ges på lika villkor efter behov.;2f689674-c584-42e3-806d-16fc2f1e23bc;2011;3;3;Län;Uppsala län;Alla;Totalt;%;52,7;434;823;49,3;56,2;0;-;Högt;-;-;Jämlik hälso- och sjukvård
2019-03-27 13:25:15;Vårdbarometern, Sveriges Kommuner och Landsting;Uppfattning att vård ges på lika villkor;Andel invånare som helt eller delvis instämmer i att vård ges på lika villkor efter behov.;2f689674-c584-42e3-806d-16fc2f1e23bc;2015;4;4;Län;Sörmland;Alla;Totalt;%;55,2;511;925;52;58,5;0;-;Högt;-;-;Jämlik hälso- och sjukvård
2019-03-27 13:25:15;Vårdbarometern, Sveriges Kommuner och Landsting;Uppfattning att vård ges på lika villkor;Andel invånare som helt eller delvis instämmer i att vård ges på lika villkor efter behov.;2f689674-c584-42e3-806d-16fc2f1e23bc;2014;4;4;Län;Sörmland;Alla;Totalt;%;57,1;500;875;53,8;60,5;0;-;Högt;-;-;Jämlik hälso- och sjukvård
2019-03-27 13:25:15;Vårdbarometern, Sveriges Kommuner och Landsting;Uppfattning att vård ges på lika villkor;Andel invånare som helt eller delvis instämmer i att vård ges på lika villkor efter behov.;2f689674-c584-42e3-806d-16fc2f1e23bc;2013;4;4;Län;Sörmland;Alla;Totalt;%;48,1;419;871;44,7;51,5;0;-;Högt;-;-;Jämlik hälso- och sjukvård
2019-03-27 13:25:15;Vårdbarometern, Sveriges Kommuner och Landsting;Uppfattning att vård ges på lika villkor;Andel invånare som helt eller delvis instämmer i att vård ges på lika villkor efter behov.;2f689674-c584-42e3-806d-16fc2f1e23bc;2012;4;4;Län;Sörmland;Alla;Totalt;%;51,5;437;848;48,1;54,9;0;-;Högt;-;-;Jämlik hälso- och sjukvård
2019-03-27 13:25:15;Vårdbarometern, Sveriges Kommuner och Landsting;Uppfattning att vård ges på lika villkor;Andel invånare som helt eller delvis instämmer i att vård ges på lika villkor efter behov.;2f689674-c584-42e3-806d-16fc2f1e23bc;2011;4;4;Län;Sörmland;Alla;Totalt;%;53,7;433;806;50,2;57,2;0;-;Högt;-;-;Jämlik hälso- och sjukvård
2019-03-27 13:25:15;Vårdbarometern, Sveriges Kommuner och Landsting;Uppfattning att vård ges på lika villkor;Andel invånare som helt eller delvis instämmer i att vård ges på lika villkor efter behov.;2f689674-c584-42e3-806d-16fc2f1e23bc;2015;5;5;Län;Östergötland;Alla;Totalt;%;59,2;552;933;56;62,4;0;-;Högt;-;-;Jämlik hälso- och sjukvård
2019-03-27 13:25:15;Vårdbarometern, Sveriges Kommuner och Landsting;Uppfattning att vård ges på lika villkor;Andel invånare som helt eller delvis instämmer i att vård ges på lika villkor efter behov.;2f689674-c584-42e3-806d-16fc2f1e23bc;2014;5;5;Län;Östergötland;Alla;Totalt;%;55,9;490;876;52,6;59,3;0;-;Högt;-;-;Jämlik hälso- och sjukvård
2019-03-27 13:25:15;Vårdbarometern, Sveriges Kommuner och Landsting;Uppfattning att vård ges på lika villkor;Andel invånare som helt eller delvis instämmer i att vård ges på lika villkor efter behov.;2f689674-c584-42e3-806d-16fc2f1e23bc;2013;5;5;Län;Östergötland;Alla;Totalt;%;51,1;451;883;47,7;54,4;0;-;Högt;-;-;Jämlik hälso- och sjukvård
2019-03-27 13:25:15;Vårdbarometern, Sveriges Kommuner och Landsting;Uppfattning att vård ges på lika villkor;Andel invånare som helt eller delvis instämmer i att vård ges på lika villkor efter behov.;2f689674-c584-42e3-806d-16fc2f1e23bc;2012;5;5;Län;Östergötland;Alla;Totalt;%;56,2;464;826;52,7;59,6;0;-;Högt;-;-;Jämlik hälso- och sjukvård
2019-03-27 13:25:15;Vårdbarometern, Sveriges Kommuner och Landsting;Uppfattning att vård ges på lika villkor;Andel invånare som helt eller delvis instämmer i att vård ges på lika villkor efter behov.;2f689674-c584-42e3-806d-16fc2f1e23bc;2011;5;5;Län;Östergötland;Alla;Totalt;%;56;454;810;52,6;59,5;0;-;Högt;-;-;Jämlik hälso- och sjukvård
2019-03-27 13:25:15;Vårdbarometern, Sveriges Kommuner och Landsting;Uppfattning att vård ges på lika villkor;Andel invånare som helt eller delvis instämmer i att vård ges på lika villkor efter behov.;2f689674-c584-42e3-806d-16fc2f1e23bc;2015;6;6;Län;Jönköpings län;Alla;Totalt;%;66,8;623;933;63,7;69,8;0;-;Högt;-;-;Jämlik hälso- och sjukvård
