Huvud_ID;Område ;Indikatornamn;Landsting och regioner;landstingskod;Mätperiod;Värde;Täljare;Nämnare;Konfidensintervall låg gräns;Konfidensintervall hög gräns;Avvikelse riket procent ;Avvikelse riket procent ;;Måttenhet ;Önskad riktning värde ;Målnivå/er SoS/Kval reg;Källa;Kommentar 
;Diabetes;Blodsocker (HbA1c < 57 mmol/mol) hos barn och unga med diabetes ;Västra Götaland;14;2017;57,7;701;1 215;54,9;60,5;5,1;5,1;;Andel (%);Högt ;;Nationella diabetesregistret (NDR);
;Diabetes;Blodsocker (HbA1c < 57 mmol/mol) hos barn och unga med diabetes ;Värmland;17;2017;45,8;92;201;38,7;52,9;-16,6;-16,6;;Andel (%);Högt ;;Nationella diabetesregistret (NDR);
;Diabetes;Blodsocker (HbA1c < 57 mmol/mol) hos barn och unga med diabetes ;Örebro län;18;2017;61,8;131;212;54,9;68,4;12,6;12,6;;Andel (%);Högt ;;Nationella diabetesregistret (NDR);
;Diabetes;Blodsocker (HbA1c < 57 mmol/mol) hos barn och unga med diabetes ;Västmanland;19;2017;51,8;115;222;45,0;58,5;-5,6;-5,6;;Andel (%);Högt ;;Nationella diabetesregistret (NDR);
;Diabetes;Blodsocker (HbA1c < 57 mmol/mol) hos barn och unga med diabetes ;Dalarna;20;2017;56,7;101;178;49,1;64,1;3,4;3,4;;Andel (%);Högt ;;Nationella diabetesregistret (NDR);
;Diabetes;Blodsocker (HbA1c < 57 mmol/mol) hos barn och unga med diabetes ;Gävleborg;21;2017;53,5;123;230;46,8;60,1;-2,6;-2,6;;Andel (%);Högt ;;Nationella diabetesregistret (NDR);
;Diabetes;Blodsocker (HbA1c < 57 mmol/mol) hos barn och unga med diabetes ;Västernorrland;22;2017;65,7;138;210;58,9;72,1;19,7;19,7;;Andel (%);Högt ;;Nationella diabetesregistret (NDR);
;Diabetes;Blodsocker (HbA1c < 57 mmol/mol) hos barn och unga med diabetes ;Jämtland Härjedalen;23;2017;50,9;56;110;41,2;60,6;-7,3;-7,3;;Andel (%);Högt ;;Nationella diabetesregistret (NDR);
;Diabetes;Blodsocker (HbA1c < 57 mmol/mol) hos barn och unga med diabetes ;Västerbotten;24;2017;56,0;122;218;49,1;62,7;1,9;1,9;;Andel (%);Högt ;;Nationella diabetesregistret (NDR);
;Diabetes;Blodsocker (HbA1c < 57 mmol/mol) hos barn och unga med diabetes ;Norrbotten;25;2017;55,6;90;162;47,6;63,4;1,2;1,2;;Andel (%);Högt ;;Nationella diabetesregistret (NDR);
;Diabetes;Blodsocker (HbA1c < 57 mmol/mol) hos barn och unga med diabetes ;Riket;46;2017;54,9;3 939;7 176;53,7;56,1;0,0;0,0;;Andel (%);Högt ;;Nationella diabetesregistret (NDR);
;Diabetes;Blodsocker (HbA1c ≤ 70 mmol/mol) vid diabetes – primärvård;Stockholms län;01;2017;89,5;55 011;61 469;89,3;89,7;-0,5;-0,5;;Andel (%);Högt ;90;Nationella diabetesregistret (NDR);
;Diabetes;Blodsocker (HbA1c ≤ 70 mmol/mol) vid diabetes – primärvård;Uppsala län;03;2017;89,2;9 808;10 991;88,6;89,8;-0,8;-0,8;;Andel (%);Högt ;90;Nationella diabetesregistret (NDR);
;Diabetes;Blodsocker (HbA1c ≤ 70 mmol/mol) vid diabetes – primärvård;Sörmland;04;2017;89,3;9 348;10 464;88,7;89,9;-0,7;-0,7;;Andel (%);Högt ;90;Nationella diabetesregistret (NDR);
;Diabetes;Blodsocker (HbA1c ≤ 70 mmol/mol) vid diabetes – primärvård;Östergötland;05;2017;89,3;13 113;14 679;88,8;89,8;-0,7;-0,7;;Andel (%);Högt ;90;Nationella diabetesregistret (NDR);
;Diabetes;Blodsocker (HbA1c ≤ 70 mmol/mol) vid diabetes – primärvård;Jönköpings län;06;2017;89,7;11 403;12 708;89,2;90,3;-0,2;-0,2;;Andel (%);Högt ;90;Nationella diabetesregistret (NDR);
;Diabetes;Blodsocker (HbA1c ≤ 70 mmol/mol) vid diabetes – primärvård;Kronoberg;07;2017;89,1;6 729;7 556;88,3;89,8;-1,0;-1,0;;Andel (%);Högt ;90;Nationella diabetesregistret (NDR);
;Diabetes;Blodsocker (HbA1c ≤ 70 mmol/mol) vid diabetes – primärvård;Kalmar län;08;2017;90,9;10 510;11 569;90,3;91,4;1,0;1,0;;Andel (%);Högt ;90;Nationella diabetesregistret (NDR);
;Diabetes;Blodsocker (HbA1c ≤ 70 mmol/mol) vid diabetes – primärvård;Gotland;09;2017;90,4;1 494;1 653;88,9;91,8;0,5;0,5;;Andel (%);Högt ;90;Nationella diabetesregistret (NDR);
;Diabetes;Blodsocker (HbA1c ≤ 70 mmol/mol) vid diabetes – primärvård;Blekinge;10;2017;89,6;4 218;4 709;88,7;90,4;-0,4;-0,4;;Andel (%);Högt ;90;Nationella diabetesregistret (NDR);
;Diabetes;Blodsocker (HbA1c ≤ 70 mmol/mol) vid diabetes – primärvård;Skåne;12;2017;90,1;45 941;51 006;89,8;90,3;0,2;0,2;;Andel (%);Högt ;90;Nationella diabetesregistret (NDR);
;Diabetes;Blodsocker (HbA1c ≤ 70 mmol/mol) vid diabetes – primärvård;Halland;13;2017;93,3;8 438;9 048;92,7;93,8;3,7;3,7;;Andel (%);Högt ;90;Nationella diabetesregistret (NDR);
;Diabetes;Blodsocker (HbA1c ≤ 70 mmol/mol) vid diabetes – primärvård;Västra Götaland;14;2017;89,8;56 756;63 180;89,6;90,1;-0,1;-0,1;;Andel (%);Högt ;90;Nationella diabetesregistret (NDR);
;Diabetes;Blodsocker (HbA1c ≤ 70 mmol/mol) vid diabetes – primärvård;Värmland;17;2017;89,0;13 935;15 656;88,5;89,5;-1,0;-1,0;;Andel (%);Högt ;90;Nationella diabetesregistret (NDR);
;Diabetes;Blodsocker (HbA1c ≤ 70 mmol/mol) vid diabetes – primärvård;Örebro län;18;2017;91,8;12 609;13 730;91,4;92,3;2,1;2,1;;Andel (%);Högt ;90;Nationella diabetesregistret (NDR);
;Diabetes;Blodsocker (HbA1c ≤ 70 mmol/mol) vid diabetes – primärvård;Västmanland;19;2017;90,7;9 960;10 979;90,2;91,3;0,9;0,9;;Andel (%);Högt ;90;Nationella diabetesregistret (NDR);
;Diabetes;Blodsocker (HbA1c ≤ 70 mmol/mol) vid diabetes – primärvård;Dalarna;20;2017;90,7;12 622;13 916;90,2;91,2;0,9;0,9;;Andel (%);Högt ;90;Nationella diabetesregistret (NDR);
;Diabetes;Blodsocker (HbA1c ≤ 70 mmol/mol) vid diabetes – primärvård;Gävleborg;21;2017;88,2;10 768;12 205;87,6;88,8;-1,9;-1,9;;Andel (%);Högt ;90;Nationella diabetesregistret (NDR);
;Diabetes;Blodsocker (HbA1c ≤ 70 mmol/mol) vid diabetes – primärvård;Västernorrland;22;2017;89,5;7 974;8 912;88,8;90,1;-0,5;-0,5;;Andel (%);Högt ;90;Nationella diabetesregistret (NDR);
;Diabetes;Blodsocker (HbA1c ≤ 70 mmol/mol) vid diabetes – primärvård;Jämtland Härjedalen;23;2017;91,2;4 590;5 031;90,4;92,0;1,5;1,5;;Andel (%);Högt ;90;Nationella diabetesregistret (NDR);
;Diabetes;Blodsocker (HbA1c ≤ 70 mmol/mol) vid diabetes – primärvård;Västerbotten;24;2017;92,4;8 045;8 709;91,8;92,9;2,7;2,7;;Andel (%);Högt ;90;Nationella diabetesregistret (NDR);
;Diabetes;Blodsocker (HbA1c ≤ 70 mmol/mol) vid diabetes – primärvård;Norrbotten;25;2017;87,1;6 736;7 730;86,4;87,9;-3,1;-3,1;;Andel (%);Högt ;90;Nationella diabetesregistret (NDR);
;Diabetes;Blodsocker (HbA1c ≤ 70 mmol/mol) vid diabetes – primärvård;Riket;46;2017;89,9;320 008;355 900;89,8;90,0;0,0;0,0;;Andel (%);Högt ;90;Nationella diabetesregistret (NDR);
;Diabetes;Blodsocker (HbA1c ≤ 70 mmol/mol) vid diabetes typ 1 – medicinklinik;Stockholms län;01;2017;78,8;6 814;8 653;77,9;79,6;-1,6;-1,6;;Andel (%);Högt ;80;Nationella diabetesregistret (NDR);
;Diabetes;Blodsocker (HbA1c ≤ 70 mmol/mol) vid diabetes typ 1 – medicinklinik;Uppsala län;03;2017;80,8;1 307;1 618;78,8;82,7;0,9;0,9;;Andel (%);Högt ;80;Nationella diabetesregistret (NDR);
;Diabetes;Blodsocker (HbA1c ≤ 70 mmol/mol) vid diabetes typ 1 – medicinklinik;Sörmland;04;2017;77,0;1 053;1 367;74,7;79,2;-3,7;-3,7;;Andel (%);Högt ;80;Nationella diabetesregistret (NDR);
;Diabetes;Blodsocker (HbA1c ≤ 70 mmol/mol) vid diabetes typ 1 – medicinklinik;Östergötland;05;2017;79,1;1 784;2 256;77,3;80,7;-1,2;-1,2;;Andel (%);Högt ;80;Nationella diabetesregistret (NDR);
;Diabetes;Blodsocker (HbA1c ≤ 70 mmol/mol) vid diabetes typ 1 – medicinklinik;Jönköpings län;06;2017;76,2;1 168;1 533;74,0;78,3;-4,8;-4,8;;Andel (%);Högt ;80;Nationella diabetesregistret (NDR);
;Diabetes;Blodsocker (HbA1c ≤ 70 mmol/mol) vid diabetes typ 1 – medicinklinik;Kronoberg;07;2017;80,2;887;1 106;77,7;82,5;0,2;0,2;;Andel (%);Högt ;80;Nationella diabetesregistret (NDR);
;Diabetes;Blodsocker (HbA1c ≤ 70 mmol/mol) vid diabetes typ 1 – medicinklinik;Kalmar län;08;2017;79,9;796;996;77,3;82,4;-0,1;-0,1;;Andel (%);Högt ;80;Nationella diabetesregistret (NDR);
;Diabetes;Blodsocker (HbA1c ≤ 70 mmol/mol) vid diabetes typ 1 – medicinklinik;Gotland;09;2017;85,3;285;334;81,1;89,0;6,6;6,6;;Andel (%);Högt ;80;Nationella diabetesregistret (NDR);
;Diabetes;Blodsocker (HbA1c ≤ 70 mmol/mol) vid diabetes typ 1 – medicinklinik;Blekinge;10;2017;83,1;736;886;80,4;85,5;3,8;3,8;;Andel (%);Högt ;80;Nationella diabetesregistret (NDR);
;Diabetes;Blodsocker (HbA1c ≤ 70 mmol/mol) vid diabetes typ 1 – medicinklinik;Skåne;12;2017;78,2;4 258;5 445;77,1;79,3;-2,3;-2,3;;Andel (%);Högt ;80;Nationella diabetesregistret (NDR);
;Diabetes;Blodsocker (HbA1c ≤ 70 mmol/mol) vid diabetes typ 1 – medicinklinik;Halland;13;2017;84,7;1 208;1 426;82,7;86,5;5,8;5,8;;Andel (%);Högt ;80;Nationella diabetesregistret (NDR);
;Diabetes;Blodsocker (HbA1c ≤ 70 mmol/mol) vid diabetes typ 1 – medicinklinik;Västra Götaland;14;2017;82,8;6 705;8 101;81,9;83,6;3,4;3,4;;Andel (%);Högt ;80;Nationella diabetesregistret (NDR);
;Diabetes;Blodsocker (HbA1c ≤ 70 mmol/mol) vid diabetes typ 1 – medicinklinik;Värmland;17;2017;78,2;1 096;1 401;76,0;80,4;-2,2;-2,2;;Andel (%);Högt ;80;Nationella diabetesregistret (NDR);
;Diabetes;Blodsocker (HbA1c ≤ 70 mmol/mol) vid diabetes typ 1 – medicinklinik;Örebro län;18;2017;83,8;1 317;1 571;81,9;85,6;4,7;4,7;;Andel (%);Högt ;80;Nationella diabetesregistret (NDR);
;Diabetes;Blodsocker (HbA1c ≤ 70 mmol/mol) vid diabetes typ 1 – medicinklinik;Västmanland;19;2017;79,9;1 084;1 356;77,7;82,0;-0,1;-0,1;;Andel (%);Högt ;80;Nationella diabetesregistret (NDR);
;Diabetes;Blodsocker (HbA1c ≤ 70 mmol/mol) vid diabetes typ 1 – medicinklinik;Dalarna;20;2017;79,5;1 161;1 460;77,4;81,6;-0,6;-0,6;;Andel (%);Högt ;80;Nationella diabetesregistret (NDR);
;Diabetes;Blodsocker (HbA1c ≤ 70 mmol/mol) vid diabetes typ 1 – medicinklinik;Gävleborg;21;2017;78,4;657;838;75,5;81,1;-2,0;-2,0;;Andel (%);Högt ;80;Nationella diabetesregistret (NDR);
;Diabetes;Blodsocker (HbA1c ≤ 70 mmol/mol) vid diabetes typ 1 – medicinklinik;Västernorrland;22;2017;83,4;897;1 075;81,1;85,6;4,3;4,3;;Andel (%);Högt ;80;Nationella diabetesregistret (NDR);
;Diabetes;Blodsocker (HbA1c ≤ 70 mmol/mol) vid diabetes typ 1 – medicinklinik;Jämtland Härjedalen;23;2017;82,2;448;545;78,7;85,3;2,7;2,7;;Andel (%);Högt ;80;Nationella diabetesregistret (NDR);
;Diabetes;Blodsocker (HbA1c ≤ 70 mmol/mol) vid diabetes typ 1 – medicinklinik;Västerbotten;24;2017;76,7;884;1 153;74,1;79,1;-4,2;-4,2;;Andel (%);Högt ;80;Nationella diabetesregistret (NDR);
;Diabetes;Blodsocker (HbA1c ≤ 70 mmol/mol) vid diabetes typ 1 – medicinklinik;Norrbotten;25;2017;76,0;670;882;73,0;78,8;-5,1;-5,1;;Andel (%);Högt ;80;Nationella diabetesregistret (NDR);
;Diabetes;Blodsocker (HbA1c ≤ 70 mmol/mol) vid diabetes typ 1 – medicinklinik;Riket;46;2017;80,0;35 215;44 002;79,7;80,4;0,0;0,0;;Andel (%);Högt ;80;Nationella diabetesregistret (NDR);
;Diabetes;Blodtryck < 140/85 mmHg vid diabetes – primärvård;Stockholms län;01;2017;55,2;34 441;62 400;54,8;55,6;1,0;1,0;;Andel (%);Högt ;65;Nationella diabetesregistret (NDR);
;Diabetes;Blodtryck < 140/85 mmHg vid diabetes – primärvård;Uppsala län;03;2017;54,1;4 591;8 488;53,0;55,2;-1,0;-1,0;;Andel (%);Högt ;65;Nationella diabetesregistret (NDR);
;Diabetes;Blodtryck < 140/85 mmHg vid diabetes – primärvård;Sörmland;04;2017;56,3;5 663;10 061;55,3;57,3;3,0;3,0;;Andel (%);Högt ;65;Nationella diabetesregistret (NDR);
;Diabetes;Blodtryck < 140/85 mmHg vid diabetes – primärvård;Östergötland;05;2017;64,7;9 095;14 048;64,0;65,5;18,5;18,5;;Andel (%);Högt ;65;Nationella diabetesregistret (NDR);
;Diabetes;Blodtryck < 140/85 mmHg vid diabetes – primärvård;Jönköpings län;06;2017;56,4;6 911;12 260;55,5;57,3;3,2;3,2;;Andel (%);Högt ;65;Nationella diabetesregistret (NDR);
;Diabetes;Blodtryck < 140/85 mmHg vid diabetes – primärvård;Kronoberg;07;2017;54,0;3 950;7 313;52,9;55,2;-1,2;-1,2;;Andel (%);Högt ;65;Nationella diabetesregistret (NDR);
;Diabetes;Blodtryck < 140/85 mmHg vid diabetes – primärvård;Kalmar län;08;2017;51,1;5 697;11 156;50,1;52,0;-6,5;-6,5;;Andel (%);Högt ;65;Nationella diabetesregistret (NDR);
;Diabetes;Blodtryck < 140/85 mmHg vid diabetes – primärvård;Gotland;09;2017;50,9;802;1 575;48,4;53,4;-6,8;-6,8;;Andel (%);Högt ;65;Nationella diabetesregistret (NDR);
;Diabetes;Blodtryck < 140/85 mmHg vid diabetes – primärvård;Blekinge;10;2017;47,2;2 182;4 621;45,8;48,7;-13,6;-13,6;;Andel (%);Högt ;65;Nationella diabetesregistret (NDR);
;Diabetes;Blodtryck < 140/85 mmHg vid diabetes – primärvård;Skåne;12;2017;49,8;25 258;50 737;49,4;50,2;-8,9;-8,9;;Andel (%);Högt ;65;Nationella diabetesregistret (NDR);
;Diabetes;Blodtryck < 140/85 mmHg vid diabetes – primärvård;Halland;13;2017;56,7;5 143;9 076;55,6;57,7;3,7;3,7;;Andel (%);Högt ;65;Nationella diabetesregistret (NDR);
;Diabetes;Blodtryck < 140/85 mmHg vid diabetes – primärvård;Västra Götaland;14;2017;55,6;34 845;62 709;55,2;56,0;1,7;1,7;;Andel (%);Högt ;65;Nationella diabetesregistret (NDR);
;Diabetes;Blodtryck < 140/85 mmHg vid diabetes – primärvård;Värmland;17;2017;54,5;8 432;15 483;53,7;55,3;-0,3;-0,3;;Andel (%);Högt ;65;Nationella diabetesregistret (NDR);
;Diabetes;Blodtryck < 140/85 mmHg vid diabetes – primärvård;Örebro län;18;2017;57,0;7 634;13 390;56,2;57,9;4,3;4,3;;Andel (%);Högt ;65;Nationella diabetesregistret (NDR);
;Diabetes;Blodtryck < 140/85 mmHg vid diabetes – primärvård;Västmanland;19;2017;53,7;5 696;10 601;52,8;54,7;-1,7;-1,7;;Andel (%);Högt ;65;Nationella diabetesregistret (NDR);
;Diabetes;Blodtryck < 140/85 mmHg vid diabetes – primärvård;Dalarna;20;2017;54,9;7 200;13 124;54,0;55,7;0,4;0,4;;Andel (%);Högt ;65;Nationella diabetesregistret (NDR);
;Diabetes;Blodtryck < 140/85 mmHg vid diabetes – primärvård;Gävleborg;21;2017;53,7;6 389;11 904;52,8;54,6;-1,8;-1,8;;Andel (%);Högt ;65;Nationella diabetesregistret (NDR);
;Diabetes;Blodtryck < 140/85 mmHg vid diabetes – primärvård;Västernorrland;22;2017;55,5;4 735;8 533;54,4;56,6;1,6;1,6;;Andel (%);Högt ;65;Nationella diabetesregistret (NDR);
;Diabetes;Blodtryck < 140/85 mmHg vid diabetes – primärvård;Jämtland Härjedalen;23;2017;52,5;2 571;4 896;51,1;53,9;-3,9;-3,9;;Andel (%);Högt ;65;Nationella diabetesregistret (NDR);
;Diabetes;Blodtryck < 140/85 mmHg vid diabetes – primärvård;Västerbotten;24;2017;60,5;4 847;8 011;59,4;61,6;10,7;10,7;;Andel (%);Högt ;65;Nationella diabetesregistret (NDR);
;Diabetes;Blodtryck < 140/85 mmHg vid diabetes – primärvård;Norrbotten;25;2017;53,5;4 095;7 656;52,4;54,6;-2,1;-2,1;;Andel (%);Högt ;65;Nationella diabetesregistret (NDR);
;Diabetes;Blodtryck < 140/85 mmHg vid diabetes – primärvård;Riket;46;2017;54,6;190 177;348 042;54,5;54,8;0,0;0,0;;Andel (%);Högt ;65;Nationella diabetesregistret (NDR);
;Diabetes;Blodtryck < 140/85 mmHg vid diabetes typ 1 – medicinklinik;Stockholms län;01;2017;73,2;5 800;7 929;72,2;74,1;-2,1;-2,1;;Andel (%);Högt ;90;Nationella diabetesregistret (NDR);
;Diabetes;Blodtryck < 140/85 mmHg vid diabetes typ 1 – medicinklinik;Uppsala län;03;2017;73,5;957;1 302;71,0;75,9;-1,7;-1,7;;Andel (%);Högt ;90;Nationella diabetesregistret (NDR);
;Diabetes;Blodtryck < 140/85 mmHg vid diabetes typ 1 – medicinklinik;Sörmland;04;2017;77,3;994;1 286;74,9;79,6;3,4;3,4;;Andel (%);Högt ;90;Nationella diabetesregistret (NDR);
;Diabetes;Blodtryck < 140/85 mmHg vid diabetes typ 1 – medicinklinik;Östergötland;05;2017;81,4;1 667;2 047;79,7;83,1;9,0;9,0;;Andel (%);Högt ;90;Nationella diabetesregistret (NDR);
;Diabetes;Blodtryck < 140/85 mmHg vid diabetes typ 1 – medicinklinik;Jönköpings län;06;2017;78,3;1 192;1 523;76,1;80,3;4,7;4,7;;Andel (%);Högt ;90;Nationella diabetesregistret (NDR);
;Diabetes;Blodtryck < 140/85 mmHg vid diabetes typ 1 – medicinklinik;Kronoberg;07;2017;72,6;778;1 072;69,8;75,2;-2,9;-2,9;;Andel (%);Högt ;90;Nationella diabetesregistret (NDR);
;Diabetes;Blodtryck < 140/85 mmHg vid diabetes typ 1 – medicinklinik;Kalmar län;08;2017;68,8;571;830;65,5;71,9;-7,9;-7,9;;Andel (%);Högt ;90;Nationella diabetesregistret (NDR);
;Diabetes;Blodtryck < 140/85 mmHg vid diabetes typ 1 – medicinklinik;Gotland;09;2017;73,4;229;312;68,1;78,2;-1,8;-1,8;;Andel (%);Högt ;90;Nationella diabetesregistret (NDR);
;Diabetes;Blodtryck < 140/85 mmHg vid diabetes typ 1 – medicinklinik;Blekinge;10;2017;75,9;651;858;72,9;78,7;1,5;1,5;;Andel (%);Högt ;90;Nationella diabetesregistret (NDR);
;Diabetes;Blodtryck < 140/85 mmHg vid diabetes typ 1 – medicinklinik;Skåne;12;2017;73,1;3 608;4 934;71,9;74,4;-2,2;-2,2;;Andel (%);Högt ;90;Nationella diabetesregistret (NDR);
;Diabetes;Blodtryck < 140/85 mmHg vid diabetes typ 1 – medicinklinik;Halland;13;2017;77,4;1 107;1 431;75,1;79,5;3,5;3,5;;Andel (%);Högt ;90;Nationella diabetesregistret (NDR);
;Diabetes;Blodtryck < 140/85 mmHg vid diabetes typ 1 – medicinklinik;Västra Götaland;14;2017;77,5;6 118;7 895;76,6;78,4;3,7;3,7;;Andel (%);Högt ;90;Nationella diabetesregistret (NDR);
;Diabetes;Blodtryck < 140/85 mmHg vid diabetes typ 1 – medicinklinik;Värmland;17;2017;75,1;1 019;1 357;72,7;77,4;0,5;0,5;;Andel (%);Högt ;90;Nationella diabetesregistret (NDR);
;Diabetes;Blodtryck < 140/85 mmHg vid diabetes typ 1 – medicinklinik;Örebro län;18;2017;74,0;977;1 320;71,6;76,4;-1,0;-1,0;;Andel (%);Högt ;90;Nationella diabetesregistret (NDR);
;Diabetes;Blodtryck < 140/85 mmHg vid diabetes typ 1 – medicinklinik;Västmanland;19;2017;74,4;974;1 310;71,9;76,7;-0,5;-0,5;;Andel (%);Högt ;90;Nationella diabetesregistret (NDR);
;Diabetes;Blodtryck < 140/85 mmHg vid diabetes typ 1 – medicinklinik;Dalarna;20;2017;73,7;1 043;1 416;71,3;75,9;-1,4;-1,4;;Andel (%);Högt ;90;Nationella diabetesregistret (NDR);
;Diabetes;Blodtryck < 140/85 mmHg vid diabetes typ 1 – medicinklinik;Gävleborg;21;2017;73,5;601;818;70,3;76,5;-1,7;-1,7;;Andel (%);Högt ;90;Nationella diabetesregistret (NDR);
;Diabetes;Blodtryck < 140/85 mmHg vid diabetes typ 1 – medicinklinik;Västernorrland;22;2017;65,5;691;1 055;62,5;68,4;-12,4;-12,4;;Andel (%);Högt ;90;Nationella diabetesregistret (NDR);
;Diabetes;Blodtryck < 140/85 mmHg vid diabetes typ 1 – medicinklinik;Jämtland Härjedalen;23;2017;71,4;384;538;67,4;75,2;-4,5;-4,5;;Andel (%);Högt ;90;Nationella diabetesregistret (NDR);
;Diabetes;Blodtryck < 140/85 mmHg vid diabetes typ 1 – medicinklinik;Västerbotten;24;2017;73,2;763;1 042;70,4;75,9;-2,0;-2,0;;Andel (%);Högt ;90;Nationella diabetesregistret (NDR);
;Diabetes;Blodtryck < 140/85 mmHg vid diabetes typ 1 – medicinklinik;Norrbotten;25;2017;72,2;630;873;69,1;75,1;-3,5;-3,5;;Andel (%);Högt ;90;Nationella diabetesregistret (NDR);
;Diabetes;Blodtryck < 140/85 mmHg vid diabetes typ 1 – medicinklinik;Riket;46;2017;74,7;30 754;41 148;74,3;75,2;0,0;0,0;;Andel (%);Högt ;90;Nationella diabetesregistret (NDR);
;Diabetes;Fotundersökning vid diabetes – primärvård;Stockholms län;01;2017;86,7;51 792;59 774;86,4;86,9;0,2;0,2;;Andel (%);Högt ;99;Nationella diabetesregistret (NDR);
;Diabetes;Fotundersökning vid diabetes – primärvård;Uppsala län;03;2017;96,2;7 865;8 177;95,8;96,6;11,2;11,2;;Andel (%);Högt ;99;Nationella diabetesregistret (NDR);
;Diabetes;Fotundersökning vid diabetes – primärvård;Sörmland;04;2017;94,1;9 278;9 862;93,6;94,5;8,8;8,8;;Andel (%);Högt ;99;Nationella diabetesregistret (NDR);
;Diabetes;Fotundersökning vid diabetes – primärvård;Östergötland;05;2017;90,6;12 253;13 518;90,1;91,1;4,8;4,8;;Andel (%);Högt ;99;Nationella diabetesregistret (NDR);
;Diabetes;Fotundersökning vid diabetes – primärvård;Jönköpings län;06;2017;93,7;10 585;11 293;93,3;94,2;8,4;8,4;;Andel (%);Högt ;99;Nationella diabetesregistret (NDR);
;Diabetes;Fotundersökning vid diabetes – primärvård;Kronoberg;07;2017;92,2;7 005;7 597;91,6;92,8;6,7;6,7;;Andel (%);Högt ;99;Nationella diabetesregistret (NDR);
;Diabetes;Fotundersökning vid diabetes – primärvård;Kalmar län;08;2017;;;;;;;;;Andel (%);Högt ;99;Nationella diabetesregistret (NDR);Uppgift saknas 
;Diabetes;Fotundersökning vid diabetes – primärvård;Gotland;09;2017;86,1;1 117;1 297;84,1;88,0;-0,4;-0,4;;Andel (%);Högt ;99;Nationella diabetesregistret (NDR);
;Diabetes;Fotundersökning vid diabetes – primärvård;Blekinge;10;2017;94,0;3 763;4 005;93,2;94,7;8,7;8,7;;Andel (%);Högt ;99;Nationella diabetesregistret (NDR);
;Diabetes;Fotundersökning vid diabetes – primärvård;Skåne;12;2017;84,4;37 382;44 275;84,1;84,8;-2,3;-2,3;;Andel (%);Högt ;99;Nationella diabetesregistret (NDR);
;Diabetes;Fotundersökning vid diabetes – primärvård;Halland;13;2017;87,4;7 760;8 877;86,7;88,1;1,1;1,1;;Andel (%);Högt ;99;Nationella diabetesregistret (NDR);
;Diabetes;Fotundersökning vid diabetes – primärvård;Västra Götaland;14;2017;85,5;49 266;57 609;85,2;85,8;-1,1;-1,1;;Andel (%);Högt ;99;Nationella diabetesregistret (NDR);
;Diabetes;Fotundersökning vid diabetes – primärvård;Värmland;17;2017;73,8;11 669;15 823;73,1;74,4;-14,7;-14,7;;Andel (%);Högt ;99;Nationella diabetesregistret (NDR);
;Diabetes;Fotundersökning vid diabetes – primärvård;Örebro län;18;2017;95,5;12 816;13 416;95,2;95,9;10,5;10,5;;Andel (%);Högt ;99;Nationella diabetesregistret (NDR);
;Diabetes;Fotundersökning vid diabetes – primärvård;Västmanland;19;2017;89,1;9 788;10 988;88,5;89,7;3,0;3,0;;Andel (%);Högt ;99;Nationella diabetesregistret (NDR);
;Diabetes;Fotundersökning vid diabetes – primärvård;Dalarna;20;2017;90,7;11 947;13 169;90,2;91,2;4,9;4,9;;Andel (%);Högt ;99;Nationella diabetesregistret (NDR);
;Diabetes;Fotundersökning vid diabetes – primärvård;Gävleborg;21;2017;85,4;9 185;10 752;84,7;86,1;-1,2;-1,2;;Andel (%);Högt ;99;Nationella diabetesregistret (NDR);
;Diabetes;Fotundersökning vid diabetes – primärvård;Västernorrland;22;2017;92,9;7 352;7 912;92,3;93,5;7,5;7,5;;Andel (%);Högt ;99;Nationella diabetesregistret (NDR);
;Diabetes;Fotundersökning vid diabetes – primärvård;Jämtland Härjedalen;23;2017;96,6;4 315;4 466;96,1;97,1;11,8;11,8;;Andel (%);Högt ;99;Nationella diabetesregistret (NDR);
;Diabetes;Fotundersökning vid diabetes – primärvård;Västerbotten;24;2017;80,6;5 640;7 002;79,6;81,5;-6,8;-6,8;;Andel (%);Högt ;99;Nationella diabetesregistret (NDR);
;Diabetes;Fotundersökning vid diabetes – primärvård;Norrbotten;25;2017;82,6;6 152;7 450;81,7;83,4;-4,5;-4,5;;Andel (%);Högt ;99;Nationella diabetesregistret (NDR);
;Diabetes;Fotundersökning vid diabetes – primärvård;Riket;46;2017;86,5;284 189;328 676;86,4;86,6;0,0;0,0;;Andel (%);Högt ;99;Nationella diabetesregistret (NDR);
;Diabetes;Fotundersökning vid diabetes typ 1 – medicinklinik;Stockholms län;01;2017;85,6;6 657;7 777;84,8;86,4;-2,7;-2,7;;Andel (%);Högt ;99;Nationella diabetesregistret (NDR);
;Diabetes;Fotundersökning vid diabetes typ 1 – medicinklinik;Uppsala län;03;2017;91,2;1 243;1 363;89,6;92,7;3,7;3,7;;Andel (%);Högt ;99;Nationella diabetesregistret (NDR);
;Diabetes;Fotundersökning vid diabetes typ 1 – medicinklinik;Sörmland;04;2017;92,5;1 214;1 313;90,9;93,8;5,1;5,1;;Andel (%);Högt ;99;Nationella diabetesregistret (NDR);
;Diabetes;Fotundersökning vid diabetes typ 1 – medicinklinik;Östergötland;05;2017;96,5;1 533;1 588;95,5;97,4;9,8;9,8;;Andel (%);Högt ;99;Nationella diabetesregistret (NDR);
