Datum och tid för uttag;Register/källa;Titel;Diagramrubrik;Indikator-Id;Mätperiod;Länskod;Enhetskod;Enhetstyp;Enhetsnamn;Ålder;Kön/Totalt;Måttenhet;Värde;Täljare;Nämnare/antal fall;KI-Låg;KI-Hög;Täckningsgrad i %;Bortfall i %;Önskat värde;Högsta målnivå;Utgivare målnivå;Socialstyrelsen
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Nettokostnad för hälso- och sjukvård;Nettokostnad för hälso- och sjukvård per invånare och år, exklusive tandvård.;e9a6cd4e-ca48-4863-a401-a88f179c0cff;2009;8;8;Län;Kalmar län;Alla;Totalt;Kronor;19984;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Nettokostnad för hälso- och sjukvård;Nettokostnad för hälso- och sjukvård per invånare och år, exklusive tandvård.;e9a6cd4e-ca48-4863-a401-a88f179c0cff;2008;8;8;Län;Kalmar län;Alla;Totalt;Kronor;19799;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Nettokostnad för hälso- och sjukvård;Nettokostnad för hälso- och sjukvård per invånare och år, exklusive tandvård.;e9a6cd4e-ca48-4863-a401-a88f179c0cff;2007;8;8;Län;Kalmar län;Alla;Totalt;Kronor;19514;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Nettokostnad för hälso- och sjukvård;Nettokostnad för hälso- och sjukvård per invånare och år, exklusive tandvård.;e9a6cd4e-ca48-4863-a401-a88f179c0cff;2006;8;8;Län;Kalmar län;Alla;Totalt;Kronor;18351;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Nettokostnad för hälso- och sjukvård;Nettokostnad för hälso- och sjukvård per invånare och år, exklusive tandvård.;e9a6cd4e-ca48-4863-a401-a88f179c0cff;2017;9;9;Län;Gotland;Alla;Totalt;Kronor;29031;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Nettokostnad för hälso- och sjukvård;Nettokostnad för hälso- och sjukvård per invånare och år, exklusive tandvård.;e9a6cd4e-ca48-4863-a401-a88f179c0cff;2016;9;9;Län;Gotland;Alla;Totalt;Kronor;27879;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Nettokostnad för hälso- och sjukvård;Nettokostnad för hälso- och sjukvård per invånare och år, exklusive tandvård.;e9a6cd4e-ca48-4863-a401-a88f179c0cff;2015;9;9;Län;Gotland;Alla;Totalt;Kronor;27652;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Nettokostnad för hälso- och sjukvård;Nettokostnad för hälso- och sjukvård per invånare och år, exklusive tandvård.;e9a6cd4e-ca48-4863-a401-a88f179c0cff;2014;9;9;Län;Gotland;Alla;Totalt;Kronor;25325;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Nettokostnad för hälso- och sjukvård;Nettokostnad för hälso- och sjukvård per invånare och år, exklusive tandvård.;e9a6cd4e-ca48-4863-a401-a88f179c0cff;2013;9;9;Län;Gotland;Alla;Totalt;Kronor;23548;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Nettokostnad för hälso- och sjukvård;Nettokostnad för hälso- och sjukvård per invånare och år, exklusive tandvård.;e9a6cd4e-ca48-4863-a401-a88f179c0cff;2012;9;9;Län;Gotland;Alla;Totalt;Kronor;24336;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Nettokostnad för hälso- och sjukvård;Nettokostnad för hälso- och sjukvård per invånare och år, exklusive tandvård.;e9a6cd4e-ca48-4863-a401-a88f179c0cff;2011;9;9;Län;Gotland;Alla;Totalt;Kronor;23505;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Nettokostnad för hälso- och sjukvård;Nettokostnad för hälso- och sjukvård per invånare och år, exklusive tandvård.;e9a6cd4e-ca48-4863-a401-a88f179c0cff;2010;9;9;Län;Gotland;Alla;Totalt;Kronor;22700;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Nettokostnad för hälso- och sjukvård;Nettokostnad för hälso- och sjukvård per invånare och år, exklusive tandvård.;e9a6cd4e-ca48-4863-a401-a88f179c0cff;2009;9;9;Län;Gotland;Alla;Totalt;Kronor;22352;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Nettokostnad för hälso- och sjukvård;Nettokostnad för hälso- och sjukvård per invånare och år, exklusive tandvård.;e9a6cd4e-ca48-4863-a401-a88f179c0cff;2008;9;9;Län;Gotland;Alla;Totalt;Kronor;21069;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Nettokostnad för hälso- och sjukvård;Nettokostnad för hälso- och sjukvård per invånare och år, exklusive tandvård.;e9a6cd4e-ca48-4863-a401-a88f179c0cff;2007;9;9;Län;Gotland;Alla;Totalt;Kronor;20990;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Nettokostnad för hälso- och sjukvård;Nettokostnad för hälso- och sjukvård per invånare och år, exklusive tandvård.;e9a6cd4e-ca48-4863-a401-a88f179c0cff;2006;9;9;Län;Gotland;Alla;Totalt;Kronor;20786;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Nettokostnad för hälso- och sjukvård;Nettokostnad för hälso- och sjukvård per invånare och år, exklusive tandvård.;e9a6cd4e-ca48-4863-a401-a88f179c0cff;2017;10;10;Län;Blekinge;Alla;Totalt;Kronor;27678;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Nettokostnad för hälso- och sjukvård;Nettokostnad för hälso- och sjukvård per invånare och år, exklusive tandvård.;e9a6cd4e-ca48-4863-a401-a88f179c0cff;2016;10;10;Län;Blekinge;Alla;Totalt;Kronor;26664;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Nettokostnad för hälso- och sjukvård;Nettokostnad för hälso- och sjukvård per invånare och år, exklusive tandvård.;e9a6cd4e-ca48-4863-a401-a88f179c0cff;2015;10;10;Län;Blekinge;Alla;Totalt;Kronor;25619;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Nettokostnad för hälso- och sjukvård;Nettokostnad för hälso- och sjukvård per invånare och år, exklusive tandvård.;e9a6cd4e-ca48-4863-a401-a88f179c0cff;2014;10;10;Län;Blekinge;Alla;Totalt;Kronor;24793;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Nettokostnad för hälso- och sjukvård;Nettokostnad för hälso- och sjukvård per invånare och år, exklusive tandvård.;e9a6cd4e-ca48-4863-a401-a88f179c0cff;2013;10;10;Län;Blekinge;Alla;Totalt;Kronor;23825;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Nettokostnad för hälso- och sjukvård;Nettokostnad för hälso- och sjukvård per invånare och år, exklusive tandvård.;e9a6cd4e-ca48-4863-a401-a88f179c0cff;2012;10;10;Län;Blekinge;Alla;Totalt;Kronor;23207;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Nettokostnad för hälso- och sjukvård;Nettokostnad för hälso- och sjukvård per invånare och år, exklusive tandvård.;e9a6cd4e-ca48-4863-a401-a88f179c0cff;2011;10;10;Län;Blekinge;Alla;Totalt;Kronor;22282;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Nettokostnad för hälso- och sjukvård;Nettokostnad för hälso- och sjukvård per invånare och år, exklusive tandvård.;e9a6cd4e-ca48-4863-a401-a88f179c0cff;2010;10;10;Län;Blekinge;Alla;Totalt;Kronor;22659;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Nettokostnad för hälso- och sjukvård;Nettokostnad för hälso- och sjukvård per invånare och år, exklusive tandvård.;e9a6cd4e-ca48-4863-a401-a88f179c0cff;2009;10;10;Län;Blekinge;Alla;Totalt;Kronor;22727;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Nettokostnad för hälso- och sjukvård;Nettokostnad för hälso- och sjukvård per invånare och år, exklusive tandvård.;e9a6cd4e-ca48-4863-a401-a88f179c0cff;2008;10;10;Län;Blekinge;Alla;Totalt;Kronor;21437;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Nettokostnad för hälso- och sjukvård;Nettokostnad för hälso- och sjukvård per invånare och år, exklusive tandvård.;e9a6cd4e-ca48-4863-a401-a88f179c0cff;2007;10;10;Län;Blekinge;Alla;Totalt;Kronor;20770;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Nettokostnad för hälso- och sjukvård;Nettokostnad för hälso- och sjukvård per invånare och år, exklusive tandvård.;e9a6cd4e-ca48-4863-a401-a88f179c0cff;2006;10;10;Län;Blekinge;Alla;Totalt;Kronor;19725;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Nettokostnad för hälso- och sjukvård;Nettokostnad för hälso- och sjukvård per invånare och år, exklusive tandvård.;e9a6cd4e-ca48-4863-a401-a88f179c0cff;2017;12;12;Län;Skåne;Alla;Totalt;Kronor;24476;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Nettokostnad för hälso- och sjukvård;Nettokostnad för hälso- och sjukvård per invånare och år, exklusive tandvård.;e9a6cd4e-ca48-4863-a401-a88f179c0cff;2016;12;12;Län;Skåne;Alla;Totalt;Kronor;23759;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Nettokostnad för hälso- och sjukvård;Nettokostnad för hälso- och sjukvård per invånare och år, exklusive tandvård.;e9a6cd4e-ca48-4863-a401-a88f179c0cff;2015;12;12;Län;Skåne;Alla;Totalt;Kronor;22869;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Nettokostnad för hälso- och sjukvård;Nettokostnad för hälso- och sjukvård per invånare och år, exklusive tandvård.;e9a6cd4e-ca48-4863-a401-a88f179c0cff;2014;12;12;Län;Skåne;Alla;Totalt;Kronor;21928;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Nettokostnad för hälso- och sjukvård;Nettokostnad för hälso- och sjukvård per invånare och år, exklusive tandvård.;e9a6cd4e-ca48-4863-a401-a88f179c0cff;2013;12;12;Län;Skåne;Alla;Totalt;Kronor;21190;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Nettokostnad för hälso- och sjukvård;Nettokostnad för hälso- och sjukvård per invånare och år, exklusive tandvård.;e9a6cd4e-ca48-4863-a401-a88f179c0cff;2012;12;12;Län;Skåne;Alla;Totalt;Kronor;21061;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Nettokostnad för hälso- och sjukvård;Nettokostnad för hälso- och sjukvård per invånare och år, exklusive tandvård.;e9a6cd4e-ca48-4863-a401-a88f179c0cff;2011;12;12;Län;Skåne;Alla;Totalt;Kronor;20723;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Nettokostnad för hälso- och sjukvård;Nettokostnad för hälso- och sjukvård per invånare och år, exklusive tandvård.;e9a6cd4e-ca48-4863-a401-a88f179c0cff;2010;12;12;Län;Skåne;Alla;Totalt;Kronor;20015;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Nettokostnad för hälso- och sjukvård;Nettokostnad för hälso- och sjukvård per invånare och år, exklusive tandvård.;e9a6cd4e-ca48-4863-a401-a88f179c0cff;2009;12;12;Län;Skåne;Alla;Totalt;Kronor;19703;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Nettokostnad för hälso- och sjukvård;Nettokostnad för hälso- och sjukvård per invånare och år, exklusive tandvård.;e9a6cd4e-ca48-4863-a401-a88f179c0cff;2008;12;12;Län;Skåne;Alla;Totalt;Kronor;19200;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Nettokostnad för hälso- och sjukvård;Nettokostnad för hälso- och sjukvård per invånare och år, exklusive tandvård.;e9a6cd4e-ca48-4863-a401-a88f179c0cff;2007;12;12;Län;Skåne;Alla;Totalt;Kronor;18604;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Nettokostnad för hälso- och sjukvård;Nettokostnad för hälso- och sjukvård per invånare och år, exklusive tandvård.;e9a6cd4e-ca48-4863-a401-a88f179c0cff;2006;12;12;Län;Skåne;Alla;Totalt;Kronor;18185;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Nettokostnad för hälso- och sjukvård;Nettokostnad för hälso- och sjukvård per invånare och år, exklusive tandvård.;e9a6cd4e-ca48-4863-a401-a88f179c0cff;2017;13;13;Län;Halland;Alla;Totalt;Kronor;24962;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Nettokostnad för hälso- och sjukvård;Nettokostnad för hälso- och sjukvård per invånare och år, exklusive tandvård.;e9a6cd4e-ca48-4863-a401-a88f179c0cff;2016;13;13;Län;Halland;Alla;Totalt;Kronor;23949;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Nettokostnad för hälso- och sjukvård;Nettokostnad för hälso- och sjukvård per invånare och år, exklusive tandvård.;e9a6cd4e-ca48-4863-a401-a88f179c0cff;2015;13;13;Län;Halland;Alla;Totalt;Kronor;23341;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Nettokostnad för hälso- och sjukvård;Nettokostnad för hälso- och sjukvård per invånare och år, exklusive tandvård.;e9a6cd4e-ca48-4863-a401-a88f179c0cff;2014;13;13;Län;Halland;Alla;Totalt;Kronor;22642;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Nettokostnad för hälso- och sjukvård;Nettokostnad för hälso- och sjukvård per invånare och år, exklusive tandvård.;e9a6cd4e-ca48-4863-a401-a88f179c0cff;2013;13;13;Län;Halland;Alla;Totalt;Kronor;22320;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Nettokostnad för hälso- och sjukvård;Nettokostnad för hälso- och sjukvård per invånare och år, exklusive tandvård.;e9a6cd4e-ca48-4863-a401-a88f179c0cff;2012;13;13;Län;Halland;Alla;Totalt;Kronor;21689;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Nettokostnad för hälso- och sjukvård;Nettokostnad för hälso- och sjukvård per invånare och år, exklusive tandvård.;e9a6cd4e-ca48-4863-a401-a88f179c0cff;2011;13;13;Län;Halland;Alla;Totalt;Kronor;20907;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Nettokostnad för hälso- och sjukvård;Nettokostnad för hälso- och sjukvård per invånare och år, exklusive tandvård.;e9a6cd4e-ca48-4863-a401-a88f179c0cff;2010;13;13;Län;Halland;Alla;Totalt;Kronor;20145;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Nettokostnad för hälso- och sjukvård;Nettokostnad för hälso- och sjukvård per invånare och år, exklusive tandvård.;e9a6cd4e-ca48-4863-a401-a88f179c0cff;2009;13;13;Län;Halland;Alla;Totalt;Kronor;17670;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Nettokostnad för hälso- och sjukvård;Nettokostnad för hälso- och sjukvård per invånare och år, exklusive tandvård.;e9a6cd4e-ca48-4863-a401-a88f179c0cff;2008;13;13;Län;Halland;Alla;Totalt;Kronor;17887;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Nettokostnad för hälso- och sjukvård;Nettokostnad för hälso- och sjukvård per invånare och år, exklusive tandvård.;e9a6cd4e-ca48-4863-a401-a88f179c0cff;2007;13;13;Län;Halland;Alla;Totalt;Kronor;18044;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Nettokostnad för hälso- och sjukvård;Nettokostnad för hälso- och sjukvård per invånare och år, exklusive tandvård.;e9a6cd4e-ca48-4863-a401-a88f179c0cff;2006;13;13;Län;Halland;Alla;Totalt;Kronor;16821;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Nettokostnad för hälso- och sjukvård;Nettokostnad för hälso- och sjukvård per invånare och år, exklusive tandvård.;e9a6cd4e-ca48-4863-a401-a88f179c0cff;2017;14;14;Län;Västra Götaland;Alla;Totalt;Kronor;24398;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Nettokostnad för hälso- och sjukvård;Nettokostnad för hälso- och sjukvård per invånare och år, exklusive tandvård.;e9a6cd4e-ca48-4863-a401-a88f179c0cff;2016;14;14;Län;Västra Götaland;Alla;Totalt;Kronor;22934;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Nettokostnad för hälso- och sjukvård;Nettokostnad för hälso- och sjukvård per invånare och år, exklusive tandvård.;e9a6cd4e-ca48-4863-a401-a88f179c0cff;2015;14;14;Län;Västra Götaland;Alla;Totalt;Kronor;22472;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Nettokostnad för hälso- och sjukvård;Nettokostnad för hälso- och sjukvård per invånare och år, exklusive tandvård.;e9a6cd4e-ca48-4863-a401-a88f179c0cff;2014;14;14;Län;Västra Götaland;Alla;Totalt;Kronor;21626;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Nettokostnad för hälso- och sjukvård;Nettokostnad för hälso- och sjukvård per invånare och år, exklusive tandvård.;e9a6cd4e-ca48-4863-a401-a88f179c0cff;2013;14;14;Län;Västra Götaland;Alla;Totalt;Kronor;21178;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Nettokostnad för hälso- och sjukvård;Nettokostnad för hälso- och sjukvård per invånare och år, exklusive tandvård.;e9a6cd4e-ca48-4863-a401-a88f179c0cff;2012;14;14;Län;Västra Götaland;Alla;Totalt;Kronor;21358;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Nettokostnad för hälso- och sjukvård;Nettokostnad för hälso- och sjukvård per invånare och år, exklusive tandvård.;e9a6cd4e-ca48-4863-a401-a88f179c0cff;2011;14;14;Län;Västra Götaland;Alla;Totalt;Kronor;20557;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Nettokostnad för hälso- och sjukvård;Nettokostnad för hälso- och sjukvård per invånare och år, exklusive tandvård.;e9a6cd4e-ca48-4863-a401-a88f179c0cff;2010;14;14;Län;Västra Götaland;Alla;Totalt;Kronor;20058;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Nettokostnad för hälso- och sjukvård;Nettokostnad för hälso- och sjukvård per invånare och år, exklusive tandvård.;e9a6cd4e-ca48-4863-a401-a88f179c0cff;2009;14;14;Län;Västra Götaland;Alla;Totalt;Kronor;19958;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Nettokostnad för hälso- och sjukvård;Nettokostnad för hälso- och sjukvård per invånare och år, exklusive tandvård.;e9a6cd4e-ca48-4863-a401-a88f179c0cff;2008;14;14;Län;Västra Götaland;Alla;Totalt;Kronor;19370;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Nettokostnad för hälso- och sjukvård;Nettokostnad för hälso- och sjukvård per invånare och år, exklusive tandvård.;e9a6cd4e-ca48-4863-a401-a88f179c0cff;2007;14;14;Län;Västra Götaland;Alla;Totalt;Kronor;18478;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Nettokostnad för hälso- och sjukvård;Nettokostnad för hälso- och sjukvård per invånare och år, exklusive tandvård.;e9a6cd4e-ca48-4863-a401-a88f179c0cff;2006;14;14;Län;Västra Götaland;Alla;Totalt;Kronor;17546;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Nettokostnad för hälso- och sjukvård;Nettokostnad för hälso- och sjukvård per invånare och år, exklusive tandvård.;e9a6cd4e-ca48-4863-a401-a88f179c0cff;2017;17;17;Län;Värmland;Alla;Totalt;Kronor;26092;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Nettokostnad för hälso- och sjukvård;Nettokostnad för hälso- och sjukvård per invånare och år, exklusive tandvård.;e9a6cd4e-ca48-4863-a401-a88f179c0cff;2016;17;17;Län;Värmland;Alla;Totalt;Kronor;24999;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Nettokostnad för hälso- och sjukvård;Nettokostnad för hälso- och sjukvård per invånare och år, exklusive tandvård.;e9a6cd4e-ca48-4863-a401-a88f179c0cff;2015;17;17;Län;Värmland;Alla;Totalt;Kronor;25099;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
2019-03-27 13:24;Statistiska centralbyrån och Sveriges Kommuner och Landsting;Nettokostnad för hälso- och sjukvård;Nettokostnad för hälso- och sjukvård per invånare och år, exklusive tandvård.;e9a6cd4e-ca48-4863-a401-a88f179c0cff;2014;17;17;Län;Värmland;Alla;Totalt;Kronor;23419;-;0;-;-;0;-;Ej angivet;-;-;Hur mycket betalar vi för hälso- och sjukvården?
